,序號,薪水,學歷要求
54957,55105,42000,大學
54958,55106,33000,專科
54959,55107,32000,不拘
54960,55108,28000,高中
54962,55110,55000,專科
54963,55111,36000,大學
54964,55112,31000,高中
54966,55114,37000,專科
54967,55115,28500,高中
54968,55116,40500,大學
54969,55117,30000,專科
54970,55118,50000,專科
54973,55121,42500,高中
54974,55122,45000,專科
54975,55123,147900,碩士
54977,55125,36000,專科
54978,55126,28500,高中
54980,55128,42500,大學
54981,55129,33000,專科
54982,55130,34000,專科
54983,55131,41000,大學
54984,55132,36000,專科
54985,55133,39000,專科
54987,55135,31000,高中
54988,55136,29000,專科
54989,55137,46500,專科
54990,55138,40000,專科
54991,55139,62500,碩士
54992,55140,62500,碩士
54993,55141,62500,碩士
54994,55142,40000,專科
54995,55143,33000,專科
54996,55144,34800,高中
54999,55147,35000,大學
55002,55150,30500,高中以下
55004,55152,34800,高中
55005,55153,35000,專科
55006,55154,35000,專科
55007,55155,44000,專科
55008,55156,30500,專科
55009,55157,42500,大學
55010,55158,40000,專科
55011,55159,42500,大學
55012,55160,42500,大學
55013,55161,40000,大學
55014,55162,42500,大學
55015,55163,39000,專科
55017,55165,31000,高中
55018,55166,29000,專科
55019,55167,46500,專科
55020,55168,40000,專科
55021,55169,45000,專科
55022,55170,40000,大學
55023,55171,40000,大學
55026,55174,45000,專科
55029,55177,35500,大學
55031,55179,51000,大學
55032,55180,35000,專科
55033,55181,38461,大學
55034,55182,31500,專科
55035,55183,32500,專科
55036,55184,37000,專科
55037,55185,41500,專科
55038,55186,32500,專科
55039,55187,31500,專科
55041,55189,29000,高中
55042,55190,42500,專科
55044,55192,52307,大學
55047,55195,35000,專科
55048,55196,38500,專科
55049,55197,31320,不拘
55050,55198,29000,不拘
55051,55199,35000,專科
55053,55201,37500,專科
55054,55202,37000,大學
55055,55203,48000,專科
55056,55204,34000,專科
55057,55205,30125,專科
55060,55208,40000,大學
55061,55209,35500,專科
55062,55210,37500,高中
55063,55211,35000,專科
55064,55212,32000,大學
55065,55213,28000,專科
55066,55214,38500,大學
55067,55215,35000,專科
55068,55216,35000,高中
55069,55217,30500,高中
55070,55218,32500,專科
55071,55219,32000,高中
55074,55222,31500,高中
55075,55223,25250,專科
55076,55224,29500,專科
55079,55227,34000,不拘
55080,55228,40000,專科
55081,55229,31000,專科
55082,55230,35500,大學
55083,55231,40000,專科
55084,55232,40000,專科
55085,55233,30000,高中
55087,55235,28000,大學
55091,55239,37500,高中
55092,55240,35000,專科
55093,55241,32000,大學
55094,55242,28000,專科
55095,55243,38500,大學
55096,55244,35000,專科
55097,55245,35000,高中
55098,55246,30500,高中
55099,55247,32500,專科
55100,55248,32000,高中
55103,55251,31500,高中
55104,55252,25250,專科
55105,55253,29500,專科
55108,55256,34000,不拘
55109,55257,40000,專科
55110,55258,31000,專科
55111,55259,35500,大學
55112,55260,40000,專科
55113,55261,40000,專科
55114,55262,30000,高中
55116,55264,28000,大學
55120,55268,37500,高中
55128,55276,37000,大學
55130,55278,35000,大學
55131,55279,29500,大學
55132,55280,38000,專科
55133,55281,29500,高中
55137,55285,35000,大學
55138,55286,29000,大學
55140,55288,40500,高中
55141,55289,32016,專科
55142,55290,36000,高中
55143,55291,34000,高中
55158,55306,37000,大學
55160,55308,35000,大學
55161,55309,29500,大學
55162,55310,38000,專科
55163,55311,29500,高中
55167,55315,35000,大學
55168,55316,29000,大學
55170,55318,40500,高中
55171,55319,32016,專科
55172,55320,36000,高中
55173,55321,34000,高中
55188,55336,37000,大學
55190,55338,35000,大學
55191,55339,29500,大學
55192,55340,38000,專科
55194,55342,32500,不拘
55195,55343,45000,高中
55196,55344,37500,高中
55197,55345,42500,專科
55198,55346,36000,不拘
55202,55350,27500,高中
55203,55351,46500,大學
55205,55353,33000,高中
55206,55354,34000,專科
55207,55355,34250,專科
55209,55357,34000,大學
55210,55358,31500,大學
55212,55360,33500,高中
55213,55361,34500,專科
55214,55362,32000,高中
55215,55363,38500,大學
55216,55364,36000,專科
55218,55366,46000,大學
55219,55367,32500,專科
55220,55368,32500,專科
55221,55369,32500,專科
55223,55371,30000,專科
55224,55372,35000,專科
55225,55373,27500,高中
55226,55374,34000,大學
55227,55375,35000,大學
55228,55376,34000,專科
55230,55378,38000,高中
55232,55380,40000,大學
55234,55382,50000,專科
55236,55384,35000,高中
55237,55385,28000,專科
55239,55387,33000,專科
55240,55388,37500,專科
55241,55389,31500,大學
55242,55390,36950,大學
55243,55391,25700,專科
55244,55392,30000,專科
55246,55394,35500,專科
55247,55395,42000,大學
55248,55396,32500,高中
55249,55397,32000,不拘
55250,55398,42500,專科
55254,55402,50000,大學
55255,55403,60000,大學
55256,55404,36500,大學
55261,55409,50000,專科
55262,55410,40000,大學
55263,55411,50000,專科
55265,55413,54000,不拘
55266,55414,35000,高中
55267,55415,28000,專科
55269,55417,33000,專科
55270,55418,37500,專科
55271,55419,31500,大學
55272,55420,36950,大學
55273,55421,25700,專科
55274,55422,30000,專科
55276,55424,35500,專科
55278,55426,35000,專科
55286,55434,41000,專科
55287,55435,39000,專科
55296,55444,35000,大學
55297,55445,35000,大學
55298,55446,30000,高中
55299,55447,52500,專科
55300,55448,31500,大學
55301,55449,47500,大學
55302,55450,31500,專科
55303,55451,42500,專科
55304,55452,41500,專科
55306,55454,37500,專科
55308,55456,35000,專科
55316,55464,41000,專科
55317,55465,39000,專科
55326,55474,35000,大學
55327,55475,35000,大學
55328,55476,30000,高中
55329,55477,52500,專科
55330,55478,31500,大學
55331,55479,47500,大學
55332,55480,31500,專科
55333,55481,42500,專科
55334,55482,41500,專科
55336,55484,37500,專科
55338,55486,35000,專科
55346,55494,41000,專科
55347,55495,39000,專科
55356,55504,35000,大學
55357,55505,35000,大學
55358,55506,30000,高中
55359,55507,52500,專科
55360,55508,31500,大學
55361,55509,47500,大學
55362,55510,31500,專科
55363,55511,42500,專科
55364,55512,41500,專科
55366,55514,37500,專科
55368,55516,35000,專科
55376,55524,41000,專科
55377,55525,39000,專科
55386,55534,35000,大學
55387,55535,35000,大學
55388,55536,30000,高中
55389,55537,52500,專科
55390,55538,31500,大學
55391,55539,47500,大學
55392,55540,31500,專科
55393,55541,42500,專科
55394,55542,41500,專科
55396,55544,37500,專科
55398,55546,35000,專科
55406,55554,41000,專科
55407,55555,39000,專科
55416,55564,35000,大學
55417,55565,35000,大學
55418,55566,30000,高中
55419,55567,52500,專科
55420,55568,31500,大學
55421,55569,47500,大學
55422,55570,31500,專科
55423,55571,42500,專科
55424,55572,41500,專科
55426,55574,37500,專科
55428,55576,35000,專科
55436,55584,41000,專科
55437,55585,39000,專科
55446,55594,35000,大學
55447,55595,35000,大學
55448,55596,30000,高中
55449,55597,52500,專科
55450,55598,31500,大學
55451,55599,47500,大學
55452,55600,31500,專科
55453,55601,42500,專科
55454,55602,41500,專科
55456,55604,37500,專科
55458,55606,35000,專科
55466,55614,41000,專科
55467,55615,39000,專科
55476,55624,35000,大學
55477,55625,35000,大學
55478,55626,30000,高中
55479,55627,52500,專科
55480,55628,31500,大學
55481,55629,47500,大學
55482,55630,31500,專科
55483,55631,42500,專科
55484,55632,41500,專科
55486,55634,37500,專科
55488,55636,47000,大學
55492,55640,40000,專科
55496,55644,30000,專科
55497,55645,70000,專科
55498,55646,40000,專科
55499,55647,37500,大學
55503,55651,30000,專科
55504,55652,40000,專科
55505,55653,40000,專科
55507,55655,36000,專科
55508,55656,41500,高中
55509,55657,30000,專科
55510,55658,38500,大學
55511,55659,45000,大學
55513,55661,39000,專科
55514,55662,50000,專科
55517,55665,47000,大學
55521,55669,40000,專科
55525,55673,30000,專科
55526,55674,70000,專科
55527,55675,40000,專科
55528,55676,37500,大學
55532,55680,30000,專科
55533,55681,40000,專科
55534,55682,40000,專科
55536,55684,36000,專科
55537,55685,41500,高中
55538,55686,30000,專科
55539,55687,38500,大學
55540,55688,45000,大學
55542,55690,39000,專科
55543,55691,50000,專科
55546,55694,47000,大學
55550,55698,40000,專科
55554,55702,30000,專科
55555,55703,70000,專科
55556,55704,40000,專科
55557,55705,37500,大學
55561,55709,30000,專科
55562,55710,40000,專科
55563,55711,40000,專科
55565,55713,36000,專科
55566,55714,41500,高中
55567,55715,30000,專科
55568,55716,38500,大學
55569,55717,45000,大學
55571,55719,39000,專科
55572,55720,50000,專科
55575,55723,47000,大學
55579,55727,40000,專科
55580,55728,35000,高中
55582,55730,34700,大學
55585,55733,35000,專科
55586,55734,41000,大學
55587,55735,52500,專科
55588,55736,37500,專科
55589,55737,55000,大學
55590,55738,48000,大學
55591,55739,31500,專科
55592,55740,48000,大學
55593,55741,34000,高中
55594,55742,31500,大學
55595,55743,55000,大學
55599,55747,50000,大學
55601,55749,32000,大學
55603,55751,34000,大學
55604,55752,37000,大學
55605,55753,50000,大學
55606,55754,32000,專科
55607,55755,30450,專科
55609,55757,40000,高中
55610,55758,35000,高中
55612,55760,34700,大學
55615,55763,35000,專科
55616,55764,41000,大學
55617,55765,52500,專科
55618,55766,37500,專科
55619,55767,55000,大學
55620,55768,48000,大學
55621,55769,31500,專科
55622,55770,48000,大學
55623,55771,34000,高中
55624,55772,31500,大學
55625,55773,55000,大學
55629,55777,50000,大學
55631,55779,38000,專科
55632,55780,28000,大學
55633,55781,33000,專科
55634,55782,31500,高中
55635,55783,45000,專科
55636,55784,39500,大學
55637,55785,45000,專科
55638,55786,45000,專科
55639,55787,45000,專科
55640,55788,39500,專科
55641,55789,50000,專科
55642,55790,30000,專科
55644,55792,45000,大學
55648,55796,37500,大學
55652,55800,30000,大學
55654,55802,37500,高中
55655,55803,40000,大學
55656,55804,32000,大學
55658,55806,45000,專科
55659,55807,31000,專科
55660,55808,30000,高中
55661,55809,40000,專科
55662,55810,34000,大學
55663,55811,46000,大學
55664,55812,39000,大學
55665,55813,36000,大學
55667,55815,32500,專科
55668,55816,37500,專科
55669,55817,25250,高中
55670,55818,35000,專科
55671,55819,42500,專科
55672,55820,37000,高中
55673,55821,38500,高中
55674,55822,33500,高中
55675,55823,43000,大學
55676,55824,43000,大學
55677,55825,46500,大學
55678,55826,29500,大學
55679,55827,32000,專科
55681,55829,32000,專科
55682,55830,33500,專科
55683,55831,28000,大學
55684,55832,45000,專科
55687,55835,47500,大學
55688,55836,37500,專科
55689,55837,33000,專科
55690,55838,31500,高中
55691,55839,38000,大學
55692,55840,33500,大學
55694,55842,34000,高中
55695,55843,30125,大學
55696,55844,32000,專科
55697,55845,35000,大學
55698,55846,27125,大學
55699,55847,31500,大學
55700,55848,38000,專科
55701,55849,33582,專科
55702,55850,32500,專科
55706,55854,35000,大學
55708,55856,28800,專科
55709,55857,29580,專科
55710,55858,33000,專科
55711,55859,75000,高中
55712,55860,39000,專科
55713,55861,48500,大學
55714,55862,48500,大學
55715,55863,48500,大學
55716,55864,37500,高中
55717,55865,50000,高中
55718,55866,39000,專科
55719,55867,35000,專科
55720,55868,28500,專科
55721,55869,28250,專科
55722,55870,38500,大學
55723,55871,28000,高中
55724,55872,32500,高中
55725,55873,57500,大學
55726,55874,37500,專科
55727,55875,28000,大學
55728,55876,33000,不拘
55729,55877,52500,大學
55730,55878,45000,大學
55731,55879,30500,專科
55733,55881,33000,大學
55736,55884,41000,專科
55737,55885,31500,專科
55738,55886,42500,大學
55739,55887,30500,高中
55740,55888,39000,高中
55742,55890,32500,專科
55743,55891,35000,專科
55744,55892,35000,專科
55745,55893,41500,專科
55746,55894,35500,專科
55748,55896,36000,大學
55749,55897,36500,專科
55750,55898,37500,高中
55751,55899,35000,大學
55752,55900,42000,不拘
55754,55902,115384,大學
55756,55904,33000,大學
55757,55905,35500,專科
55758,55906,35000,專科
55760,55908,33000,專科
55761,55909,43000,專科
55762,55910,36500,專科
55763,55911,40000,專科
55764,55912,31500,大學
55765,55913,35000,不拘
55766,55914,41000,專科
55767,55915,31500,專科
55768,55916,42500,大學
55769,55917,30500,高中
55770,55918,39000,高中
55772,55920,32500,專科
55773,55921,35000,專科
55774,55922,35000,專科
55775,55923,41500,專科
55776,55924,35500,專科
55778,55926,36000,大學
55779,55927,36500,專科
55780,55928,37500,高中
55781,55929,35000,大學
55782,55930,42000,不拘
55784,55932,115384,大學
55786,55934,33000,大學
55787,55935,35500,專科
55788,55936,35000,專科
55790,55938,33000,專科
55791,55939,43000,專科
55792,55940,36500,專科
55793,55941,40000,專科
55794,55942,30000,專科
55795,55943,45000,專科
55798,55946,31500,專科
55799,55947,28000,大學
55800,55948,34000,高中
55801,55949,35000,專科
55802,55950,25250,專科
55803,55951,30000,專科
55804,55952,30000,專科
55809,55957,34000,專科
55810,55958,38000,高中
55811,55959,31500,專科
55812,55960,45000,高中
55813,55961,40500,大學
55814,55962,35000,大學
55817,55965,75000,大學
55818,55966,30000,專科
55822,55970,33000,高中
55823,55971,35500,高中
55824,55972,30000,專科
55825,55973,27000,專科
55826,55974,28500,專科
55828,55976,38500,專科
55829,55977,27000,高中
55830,55978,30500,大學
55831,55979,40000,大學
55833,55981,35000,專科
55834,55982,40000,專科
55835,55983,40000,專科
55836,55984,41500,專科
55838,55986,37500,專科
55841,55989,32000,專科
55842,55990,47500,大學
55843,55991,30500,專科
55844,55992,29580,專科
55845,55993,34000,大學
55846,55994,37000,大學
55847,55995,34000,大學
55848,55996,32500,大學
55849,55997,32500,專科
55850,55998,80000,專科
55851,55999,36500,大學
55853,56001,50000,大學
55854,56002,45000,大學
55855,56003,32500,專科
55856,56004,30000,專科
55858,56006,40000,大學
55860,56008,32500,專科
55863,56011,55000,大學
55865,56013,40000,大學
55866,56014,32500,專科
55867,56015,40000,大學
55868,56016,34000,大學
55869,56017,33000,專科
55872,56020,39000,專科
55874,56022,29580,專科
55875,56023,34000,大學
55876,56024,37000,大學
55877,56025,34000,大學
55878,56026,32500,大學
55879,56027,32500,專科
55880,56028,80000,專科
55881,56029,36500,大學
55883,56031,50000,大學
55884,56032,45000,大學
55885,56033,32500,專科
55886,56034,30000,專科
55888,56036,40000,大學
55890,56038,32500,專科
55893,56041,55000,大學
55895,56043,40000,大學
55896,56044,32500,專科
55897,56045,40000,大學
55898,56046,34000,大學
55899,56047,33000,專科
55902,56050,39000,專科
55904,56052,29580,專科
55905,56053,34000,大學
55906,56054,37000,大學
55907,56055,34000,大學
55908,56056,32500,大學
55909,56057,32500,專科
55910,56058,80000,專科
55911,56059,36500,大學
55913,56061,50000,大學
55914,56062,45000,大學
55915,56063,32500,專科
55916,56064,30000,專科
55918,56066,40000,大學
55920,56068,32500,專科
55923,56071,55000,大學
55925,56073,40000,大學
55926,56074,32500,專科
55927,56075,40000,大學
55928,56076,34000,大學
55929,56077,33000,專科
55932,56080,39000,專科
55934,56082,29580,專科
55935,56083,34000,大學
55936,56084,37000,大學
55937,56085,34000,大學
55938,56086,32500,大學
55939,56087,32500,專科
55940,56088,80000,專科
55941,56089,36500,大學
55943,56091,50000,大學
55944,56092,45000,大學
55945,56093,32500,專科
55946,56094,30000,專科
55948,56096,40000,大學
55950,56098,32500,專科
55953,56101,55000,大學
55955,56103,40000,大學
55956,56104,32500,專科
55957,56105,40000,大學
55958,56106,34000,大學
55959,56107,33000,專科
55962,56110,39000,專科
55964,56112,29580,專科
55965,56113,34000,大學
55966,56114,37000,大學
55967,56115,34000,大學
55968,56116,32500,大學
55969,56117,32500,專科
55970,56118,80000,專科
55971,56119,36500,大學
55973,56121,50000,大學
55974,56122,45000,大學
55975,56123,32500,專科
55976,56124,30000,專科
55978,56126,40000,大學
55980,56128,32500,專科
55983,56131,55000,大學
55985,56133,40000,大學
55986,56134,32500,專科
55987,56135,40000,大學
55988,56136,34000,大學
55989,56137,33000,專科
55992,56140,39000,專科
55994,56142,29580,專科
55995,56143,34000,大學
55996,56144,37000,大學
55997,56145,34000,大學
55998,56146,32500,大學
55999,56147,32500,專科
56000,56148,80000,專科
56001,56149,36500,大學
56003,56151,50000,大學
56004,56152,45000,大學
56005,56153,32500,專科
56006,56154,30000,專科
56008,56156,40000,大學
56010,56158,32500,專科
56013,56161,55000,大學
56015,56163,40000,大學
56016,56164,32500,專科
56017,56165,40000,大學
56018,56166,34000,大學
56019,56167,33000,專科
56022,56170,39000,專科
56023,56171,35000,大學
56024,56172,32500,大學
56026,56174,40000,大學
56027,56175,35500,大學
56028,56176,35000,專科
56029,56177,40000,專科
56031,56179,32000,專科
56032,56180,40000,專科
56033,56181,30000,專科
56034,56182,39500,專科
56037,56185,30000,專科
56038,56186,37500,專科
56040,56188,35000,專科
56041,56189,35000,專科
56042,56190,40000,專科
56043,56191,32500,不拘
56044,56192,34000,不拘
56045,56193,33500,高中
56047,56195,35000,不拘
56049,56197,36000,大學
56050,56198,36500,專科
56051,56199,47000,大學
56052,56200,35000,專科
56053,56201,35000,大學
56054,56202,32500,大學
56056,56204,40000,大學
56057,56205,35500,大學
56058,56206,35000,專科
56059,56207,40000,專科
56061,56209,32000,專科
56062,56210,40000,專科
56063,56211,30000,專科
56064,56212,39500,專科
56067,56215,30000,專科
56068,56216,37500,專科
56070,56218,35000,專科
56071,56219,36000,大學
56073,56221,43000,專科
56074,56222,33250,專科
56076,56224,42500,大學
56077,56225,30000,專科
56078,56226,27000,高中
56079,56227,37500,高中
56080,56228,31500,專科
56081,56229,269230,專科
56082,56230,34000,大學
56083,56231,32625,專科
56084,56232,36000,專科
56085,56233,39000,專科
56087,56235,30125,專科
56088,56236,35500,專科
56089,56237,44000,大學
56091,56239,31500,大學
56092,56240,29232,高中以下
56093,56241,34000,專科
56094,56242,32625,高中
56095,56243,31500,專科
56096,56244,30000,大學
56097,56245,36500,專科
56098,56246,37500,高中
56099,56247,35500,專科
56101,56249,31000,專科
56102,56250,42500,專科
56103,56251,33000,專科
56104,56252,33000,專科
56105,56253,31500,大學
56106,56254,38500,大學
56107,56255,32000,大學
56108,56256,32000,專科
56109,56257,34000,專科
56110,56258,34000,不拘
56111,56259,30500,專科
56112,56260,41500,大學
56113,56261,28000,專科
56114,56262,29500,高中
56117,56265,34800,高中
56118,56266,30000,專科
56119,56267,37500,大學
56120,56268,36500,專科
56121,56269,30500,專科
56122,56270,35000,高中
56123,56271,39000,專科
56124,56272,40000,專科
56125,56273,36500,大學
56126,56274,32000,專科
56128,56276,31650,高中
56129,56277,42500,大學
56132,56280,31500,專科
56133,56281,37000,專科
56134,56282,37500,專科
56135,56283,33000,專科
56136,56284,30500,專科
56137,56285,41000,大學
56138,56286,44000,專科
56139,56287,42500,大學
56140,56288,34000,專科
56141,56289,43500,大學
56142,56290,28000,專科
56143,56291,42500,大學
56145,56293,35000,高中
56147,56295,41000,專科
56149,56297,38000,大學
56151,56299,35000,大學
56152,56300,37500,專科
56153,56301,37500,專科
56154,56302,34000,高中
56155,56303,35000,高中
56159,56307,30000,高中
56160,56308,29000,高中
56161,56309,34500,高中
56162,56310,32000,專科
56163,56311,55000,大學
56164,56312,25625,專科
56165,56313,32000,專科
56166,56314,40000,大學
56167,56315,35000,不拘
56168,56316,35000,不拘
56169,56317,33500,大學
56170,56318,51500,大學
56171,56319,44000,大學
56172,56320,32000,專科
56173,56321,40100,大學
56174,56322,30000,大學
56175,56323,40000,專科
56177,56325,34000,大學
56178,56326,40000,高中
56179,56327,31500,專科
56180,56328,40000,高中
56181,56329,40000,專科
56183,56331,42950,大學
56184,56332,39000,專科
56185,56333,27625,大學
56186,56334,37500,專科
56187,56335,35000,大學
56188,56336,34000,專科
56189,56337,29000,專科
56190,56338,80000,大學
56191,56339,34500,高中
56192,56340,36500,專科
56193,56341,26625,不拘
56194,56342,30500,專科
56195,56343,30000,專科
56197,56345,35000,專科
56198,56346,40000,專科
56199,56347,32000,專科
56203,56351,35000,專科
56204,56352,32500,高中以下
56206,56354,35000,專科
56207,56355,34000,專科
56208,56356,34000,高中
56211,56359,32500,專科
56212,56360,44000,專科
56213,56361,32000,專科
56214,56362,38500,專科
56215,56363,30000,專科
56216,56364,34500,不拘
56217,56365,35000,高中
56218,56366,30000,大學
56219,56367,31000,專科
56220,56368,45000,大學
56221,56369,34000,大學
56222,56370,25250,專科
56223,56371,30000,專科
56224,56372,38000,大學
56225,56373,38000,大學
56227,56375,40000,專科
56228,56376,34000,專科
56229,56377,35000,高中
56231,56379,36500,專科
56232,56380,37500,大學
56233,56381,35000,大學
56235,56383,35000,大學
56238,56386,41000,大學
56239,56387,40000,大學
56240,56388,29232,專科
56241,56389,30750,不拘
56242,56390,35000,高中
56244,56392,35000,專科
56245,56393,50000,專科
56246,56394,27625,不拘
56247,56395,31556,專科
56248,56396,31500,大學
56249,56397,36500,不拘
56250,56398,32500,大學
56251,56399,39500,專科
56252,56400,35000,專科
56253,56401,30000,高中
56254,56402,35000,專科
56256,56404,55769,高中
56257,56405,42500,高中
56258,56406,42500,高中
56259,56407,31500,專科
56260,56408,31500,高中
56261,56409,32500,專科
56262,56410,31500,不拘
56263,56411,31700,大學
56264,56412,31700,大學
56265,56413,30000,專科
56266,56414,38000,大學
56267,56415,31000,高中
56268,56416,36000,專科
56269,56417,35500,專科
56270,56418,32500,高中以下
56272,56420,40000,高中以下
56274,56422,36000,大學
56276,56424,36000,專科
56278,56426,33000,專科
56279,56427,30000,專科
56280,56428,32625,高中
56281,56429,30125,專科
56282,56430,40000,專科
56283,56431,40000,大學
56284,56432,35000,專科
56285,56433,30000,高中
56286,56434,34000,專科
56287,56435,36500,大學
56288,56436,42500,大學
56289,56437,34000,不拘
56290,56438,50000,專科
56291,56439,34000,大學
56292,56440,30000,大學
56293,56441,32625,高中
56294,56442,113100,專科
56295,56443,113100,專科
56296,56444,37625,大學
56297,56445,30625,專科
56298,56446,30625,專科
56299,56447,44000,專科
56300,56448,32000,專科
56301,56449,32500,專科
56302,56450,31500,專科
56303,56451,39000,專科
56304,56452,42500,高中
56305,56453,31500,高中
56306,56454,52500,專科
56307,56455,32000,不拘
56308,56456,30000,大學
56309,56457,39000,大學
56310,56458,34000,大學
56311,56459,27000,大學
56312,56460,42500,專科
56313,56461,36650,大學
56315,56463,35000,專科
56316,56464,33500,專科
56319,56467,36000,專科
56320,56468,35000,專科
56322,56470,45000,專科
56323,56471,40000,大學
56324,56472,46000,專科
56325,56473,90000,大學
56327,56475,28774,專科
56328,56476,30000,不拘
56329,56477,37513,大學
56330,56478,36410,大學
56331,56479,41760,大學
56332,56480,26625,大學
56333,56481,35500,大學
56334,56482,35000,大學
56335,56483,34000,高中
56336,56484,38000,大學
56337,56485,36000,專科
56338,56486,39000,專科
56339,56487,34500,專科
56340,56488,35000,專科
56341,56489,55000,大學
56343,56491,28000,大學
56344,56492,28000,大學
56345,56493,40125,專科
56346,56494,42500,專科
56347,56495,38000,大學
56349,56497,39000,專科
56350,56498,30000,專科
56351,56499,34370,大學
56353,56501,31500,大學
56354,56502,28500,專科
56356,56504,42000,專科
56358,56506,29232,高中
56359,56507,41000,大學
56360,56508,47500,專科
56361,56509,37500,專科
56362,56510,31000,大學
56363,56511,60000,大學
56364,56512,34000,高中
56365,56513,28000,高中
56369,56517,29000,大學
56370,56518,28000,不拘
56372,56520,32500,專科
56373,56521,29000,大學
56376,56524,35000,大學
56377,56525,35000,大學
56378,56526,41500,大學
56379,56527,36000,大學
56380,56528,32000,大學
56381,56529,36000,專科
56382,56530,41000,大學
56383,56531,35000,高中以下
56384,56532,29000,大學
56385,56533,36000,大學
56386,56534,50500,大學
56387,56535,31500,大學
56388,56536,37500,專科
56389,56537,42500,大學
56390,56538,32000,大學
56391,56539,52500,大學
56392,56540,52500,大學
56393,56541,42500,大學
56394,56542,50000,大學
56395,56543,40000,大學
56396,56544,65000,大學
56398,56546,36500,專科
56399,56547,31000,大學
56400,56548,34000,專科
56401,56549,40000,大學
56402,56550,30000,高中
56403,56551,40000,專科
56404,56552,35000,專科
56406,56554,40000,專科
56407,56555,35000,專科
56408,56556,42500,不拘
56409,56557,40000,不拘
56410,56558,35000,專科
56411,56559,37500,專科
56412,56560,35000,大學
56414,56562,29000,大學
56415,56563,36000,大學
56416,56564,50500,大學
56417,56565,31500,大學
56418,56566,37500,專科
56421,56569,35000,專科
56422,56570,39000,高中
56424,56572,37500,專科
56425,56573,25250,高中
56426,56574,45000,專科
56427,56575,38000,專科
56428,56576,45000,大學
56429,56577,31250,大學
56430,56578,32500,大學
56431,56579,34000,專科
56432,56580,30000,專科
56433,56581,32500,專科
56434,56582,30000,專科
56435,56583,40000,高中
56436,56584,44000,大學
56437,56585,31500,專科
56438,56586,40000,專科
56439,56587,28000,大學
56440,56588,31500,專科
56441,56589,33000,專科
56442,56590,30500,專科
56443,56591,33500,高中
56444,56592,32000,專科
56445,56593,47000,大學
56446,56594,27000,專科
56447,56595,40000,大學
56448,56596,36000,專科
56450,56598,35750,專科
56451,56599,34500,高中
56452,56600,40100,大學
56453,56601,40100,高中
56454,56602,29000,專科
56455,56603,32500,大學
56456,56604,27750,高中
56457,56605,31500,專科
56458,56606,33500,專科
56460,56608,35500,大學
56463,56611,50500,專科
56464,56612,50000,專科
56465,56613,52500,專科
56466,56614,35000,不拘
56467,56615,35000,不拘
56469,56617,40000,不拘
56470,56618,32500,大學
56472,56620,29000,專科
56473,56621,35000,大學
56474,56622,40000,大學
56475,56623,53000,大學
56477,56625,36000,專科
56478,56626,40000,專科
56479,56627,31500,專科
56480,56628,27250,專科
56481,56629,34500,大學
56482,56630,44000,專科
56483,56631,33000,專科
56484,56632,32500,不拘
56485,56633,32000,高中
56486,56634,40000,大學
56488,56636,37500,高中
56490,56638,37000,高中
56491,56639,29500,大學
56492,56640,29500,大學
56493,56641,33000,專科
56494,56642,35000,大學
56495,56643,35000,大學
56496,56644,35000,專科
56497,56645,35000,專科
56499,56647,40000,專科
56500,56648,29580,高中
56502,56650,29000,專科
56503,56651,35000,大學
56504,56652,40000,大學
56505,56653,53000,大學
56507,56655,36000,專科
56508,56656,40000,專科
56509,56657,31500,專科
56510,56658,27250,專科
56512,56660,41500,高中以下
56514,56662,33500,專科
56515,56663,42500,專科
56516,56664,47500,不拘
56517,56665,33500,專科
56518,56666,30500,大學
56519,56667,40125,專科
56520,56668,39000,高中
56521,56669,39150,高中以下
56522,56670,30000,專科
56523,56671,30000,專科
56524,56672,41500,專科
56526,56674,30000,專科
56527,56675,37500,大學
56528,56676,40500,專科
56529,56677,30000,大學
56530,56678,36500,專科
56531,56679,28000,專科
56532,56680,33000,大學
56534,56682,34000,專科
56535,56683,34000,專科
56536,56684,35000,大學
56537,56685,30000,大學
56538,56686,36000,大學
56539,56687,30000,高中
56540,56688,36500,專科
56541,56689,32500,專科
56542,56690,44000,大學
56543,56691,49000,大學
56545,56693,34000,大學
56546,56694,45000,大學
56547,56695,31000,高中
56548,56696,35000,專科
56549,56697,55000,專科
56550,56698,27000,專科
56551,56699,44515,大學
56552,56700,33000,大學
56553,56701,30000,專科
56554,56702,31500,不拘
56555,56703,30000,專科
56556,56704,30000,專科
56557,56705,32500,專科
56559,56707,31000,專科
56560,56708,42500,大學
56561,56709,39000,專科
56562,56710,33000,大學
56564,56712,33500,專科
56569,56717,28000,專科
56570,56718,29580,不拘
56571,56719,36500,大學
56572,56720,31000,專科
56573,56721,45000,專科
56574,56722,29500,專科
56575,56723,32400,專科
56576,56724,32500,高中
56577,56725,34500,高中
56578,56726,35000,專科
56579,56727,40000,專科
56580,56728,32400,專科
56581,56729,40000,專科
56582,56730,45000,專科
56583,56731,35000,專科
56584,56732,32500,專科
56586,56734,62500,大學
56587,56735,36000,專科
56588,56736,33500,大學
56589,56737,41500,大學
56590,56738,50000,大學
56591,56739,38000,專科
56598,56746,40000,專科
56599,56747,45000,大學
56600,56748,45000,大學
56601,56749,30000,專科
56602,56750,40000,大學
56603,56751,40000,專科
56604,56752,45000,大學
56605,56753,35000,大學
56607,56755,269230,專科
56608,56756,25250,專科
