,序號,薪水,學歷要求
25143,25171,39429,大學
25145,25173,40000,大學
25149,25177,50000,專科
25165,25193,70000,專科
25166,25194,46500,專科
25168,25196,42500,專科
25170,25198,36500,大學
25171,25199,50000,專科
25172,25200,165300,大學
25173,25202,35500,高中
25178,25207,40000,大學
25179,25208,40000,專科
25181,25210,40000,大學
25183,25212,40000,專科
25199,25228,36500,大學
25200,25229,39000,大學
25203,25232,50000,專科
25204,25233,51000,專科
25213,25242,42625,大學
25214,25243,42625,大學
25217,25246,36000,大學
25218,25247,36000,大學
25220,25249,35000,專科
25221,25250,36000,大學
25222,25251,40000,專科
25223,25252,42500,專科
25225,25254,55000,大學
25228,25257,50000,大學
25229,25258,50000,大學
25233,25262,50000,大學
25235,25264,65000,大學
25238,25267,51000,碩士
25244,25273,53500,大學
25246,25275,35000,高中
25247,25276,32000,高中
25256,25285,46000,專科
25262,25291,57500,大學
25263,25292,52500,大學
25268,25297,51000,碩士
25271,25300,35000,大學
25275,25304,48000,大學
25276,25305,48000,專科
25282,25311,35000,專科
25283,25312,35000,大學
25284,25313,50000,大學
25285,25314,50000,專科
25286,25315,50000,大學
25287,25316,100000,高中
25288,25317,100000,高中
25289,25318,76923,大學
25291,25320,31500,專科
25292,25321,40000,不拘
25293,25322,40000,不拘
25299,25328,31500,專科
25301,25330,45000,碩士
25302,25331,36000,專科
25303,25332,51000,不拘
25304,25333,42500,大學
25305,25334,43500,大學
25306,25335,42500,大學
25308,25337,40000,碩士
25311,25340,51000,大學
25320,25349,26000,專科
25321,25350,42500,專科
25322,25351,58000,專科
25323,25352,57500,大學
25324,25353,37500,大學
25331,25360,41500,專科
25334,25363,42500,大學
25335,25364,43500,大學
25336,25365,42500,大學
25337,25366,48500,大學
25339,25368,57500,大學
25340,25369,32000,專科
25341,25370,57500,大學
25342,25371,57500,大學
25346,25375,45000,專科
25349,25378,40000,專科
25353,25382,31000,大學
25354,25383,47500,大學
25355,25384,47500,大學
25356,25385,44750,大學
25357,25386,47500,大學
25358,25387,40000,大學
25362,25391,59000,碩士
25364,25393,43750,不拘
25365,25394,68500,大學
25366,25395,35250,大學
25367,25396,47500,大學
25369,25398,34500,專科
25370,25399,50000,大學
25371,25400,38500,專科
25372,25401,38500,專科
25374,25403,45000,專科
25377,25406,47500,專科
25378,25407,35000,不拘
25379,25408,34500,專科
25380,25409,30000,專科
25382,25411,40000,專科
25386,25415,37500,大學
25391,25420,40000,不拘
25394,25423,40000,不拘
25395,25424,40000,不拘
25396,25425,40000,不拘
25397,25426,40000,不拘
25400,25429,51500,專科
25401,25430,130000,大學
25402,25431,55769,大學
25404,25433,45000,大學
25406,25435,29232,專科
25410,25439,61538,大學
25415,25444,55000,高中
25418,25447,84615,大學
25420,25449,54000,大學
25422,25451,61538,大學
25428,25457,40000,大學
25429,25458,40000,大學
25432,25461,51500,專科
25433,25462,130000,大學
25434,25463,55769,大學
25436,25465,45000,大學
25438,25467,29232,專科
25442,25471,61538,大學
25447,25476,55000,高中
25450,25479,84615,大學
25452,25481,54000,大學
25454,25483,61538,大學
25460,25489,40000,大學
25461,25490,40000,大學
25464,25493,51500,專科
25465,25494,130000,大學
25466,25495,55769,大學
25468,25497,45000,大學
25470,25499,29232,專科
25474,25503,61538,大學
25479,25508,55000,高中
25482,25511,84615,大學
25484,25513,54000,大學
25486,25515,61538,大學
25492,25521,40000,大學
25493,25522,40000,大學
25496,25525,51500,專科
25497,25526,130000,大學
25498,25527,55769,大學
25500,25529,45000,大學
25502,25531,29232,專科
25506,25535,61538,大學
25511,25540,55000,高中
25514,25543,84615,大學
25516,25545,54000,大學
25518,25547,61538,大學
25524,25553,40000,大學
25525,25554,40000,大學
25528,25557,51500,專科
25529,25558,130000,大學
25530,25559,55769,大學
25532,25561,45000,大學
25534,25563,29232,專科
25538,25567,61538,大學
25543,25572,55000,高中
25546,25575,84615,大學
25548,25577,54000,大學
25550,25579,61538,大學
25556,25585,40000,大學
25557,25586,40000,大學
25560,25589,51500,專科
25561,25590,130000,大學
25562,25591,55769,大學
25564,25593,45000,大學
25566,25595,29232,專科
25570,25599,61538,大學
25575,25604,55000,高中
25578,25607,84615,大學
25580,25609,54000,大學
25582,25611,61538,大學
25588,25617,40000,大學
25589,25618,40000,大學
25592,25621,51500,專科
25593,25622,130000,大學
25594,25623,55769,大學
25596,25625,45000,大學
25598,25627,29232,專科
25602,25631,61538,大學
25607,25636,55000,高中
25610,25639,84615,大學
25612,25641,54000,大學
25614,25643,61538,大學
25620,25649,40000,大學
25621,25650,40000,大學
25624,25653,51500,專科
25625,25654,130000,大學
25626,25655,55769,大學
25628,25657,45000,大學
25630,25659,29232,專科
25634,25663,61538,大學
25639,25668,55000,高中
25642,25671,84615,大學
25644,25673,54000,大學
25646,25675,61538,大學
25652,25681,40000,大學
25653,25682,40000,大學
25656,25685,51500,專科
25657,25686,130000,大學
25658,25687,55769,大學
25660,25689,45000,大學
25662,25691,29232,專科
25666,25695,61538,大學
25671,25700,55000,高中
25674,25703,84615,大學
25676,25705,54000,大學
25678,25707,61538,大學
25684,25713,40000,大學
25685,25714,40000,大學
25688,25717,51500,專科
25689,25718,130000,大學
25690,25719,55769,大學
25692,25721,45000,大學
25694,25723,29232,專科
25698,25727,61538,大學
25703,25732,55000,高中
25706,25735,84615,大學
25708,25737,54000,大學
25710,25739,61538,大學
25711,25740,92307,大學
25712,25741,69230,大學
25714,25743,92307,大學
25715,25744,42500,專科
25716,25745,92307,大學
25717,25746,58000,不拘
25718,25747,40000,大學
25719,25748,70000,專科
25721,25750,39500,高中
25722,25751,47500,高中
25723,25752,59500,專科
25724,25753,45000,大學
25725,25754,68000,高中
25726,25755,55000,大學
25727,25756,48461,碩士
25728,25758,61923,碩士
25729,25759,61923,碩士
25730,25760,47500,大學
25732,25762,45000,大學
25734,25764,50000,專科
25735,25765,66538,大學
25738,25768,59615,專科
25739,25769,69230,專科
25740,25770,92307,大學
25741,25771,69230,大學
25743,25773,92307,大學
25744,25774,42500,專科
25745,25775,92307,大學
25746,25776,58000,不拘
25747,25777,40000,大學
25748,25778,70000,專科
25750,25780,39500,高中
25751,25781,47500,高中
25752,25782,59500,專科
25753,25783,45000,大學
25754,25784,68000,高中
25755,25785,55000,大學
25756,25786,48461,碩士
25757,25788,61923,碩士
25758,25789,61923,碩士
25759,25790,47500,大學
25761,25792,45000,大學
25763,25794,50000,專科
25764,25795,66538,大學
25767,25798,59615,專科
25768,25799,69230,專科
25769,25800,92307,大學
25770,25801,69230,大學
25772,25803,92307,大學
25773,25804,42500,專科
25774,25805,92307,大學
25775,25806,58000,不拘
25776,25807,40000,大學
25777,25808,70000,專科
25779,25810,39500,高中
25780,25811,47500,高中
25781,25812,59500,專科
25782,25813,45000,大學
25783,25814,68000,高中
25784,25815,55000,大學
25785,25816,48461,碩士
25786,25818,61923,碩士
25787,25819,61923,碩士
25788,25820,47500,大學
25790,25822,45000,大學
25792,25824,50000,專科
25793,25825,66538,大學
25796,25828,59615,專科
25797,25829,69230,專科
25798,25830,92307,大學
25799,25831,69230,大學
25801,25833,92307,大學
25802,25834,42500,專科
25803,25835,92307,大學
25804,25836,58000,不拘
25805,25837,40000,大學
25806,25838,70000,專科
25808,25840,39500,高中
25809,25841,47500,高中
25810,25842,59500,專科
25811,25843,45000,大學
25812,25844,68000,高中
25813,25845,55000,大學
25814,25846,48461,碩士
25815,25848,61923,碩士
25816,25849,61923,碩士
25817,25850,47500,大學
25819,25852,45000,大學
25821,25854,50000,專科
25822,25855,66538,大學
25825,25858,59615,專科
25826,25859,69230,專科
25828,25861,45000,高中
25831,25864,34000,大學
25835,25868,56000,大學
25836,25869,57500,大學
25838,25871,47000,高中
25841,25874,76923,不拘
25843,25876,53000,大學
25844,25877,75000,專科
25846,25879,36000,高中
25849,25882,61500,大學
25850,25883,31500,專科
25858,25891,45000,高中
25861,25894,34000,大學
25865,25898,56000,大學
25866,25899,57500,大學
25868,25901,47000,高中
25871,25904,76923,不拘
25873,25906,53000,大學
25874,25907,75000,專科
25876,25909,36000,高中
25879,25912,61500,大學
25880,25913,31500,專科
25888,25921,45000,高中
25891,25924,34000,大學
25895,25928,56000,大學
25896,25929,57500,大學
25898,25931,47000,高中
25901,25934,76923,不拘
25903,25936,53000,大學
25904,25937,75000,專科
25906,25939,36000,高中
25909,25942,61500,大學
25910,25943,31500,專科
25918,25951,45000,高中
25921,25954,34000,大學
25925,25958,56000,大學
25926,25959,57500,大學
25928,25961,47000,高中
25931,25964,76923,不拘
25933,25966,53000,大學
25934,25967,75000,專科
25936,25969,36000,高中
25939,25972,61500,大學
25940,25973,31500,專科
25948,25981,45000,高中
25951,25984,34000,大學
25955,25988,56000,大學
25956,25989,57500,大學
25958,25991,47000,高中
25961,25994,76923,不拘
25963,25996,53000,大學
25964,25997,75000,專科
25966,25999,36000,高中
25969,26002,61500,大學
25970,26003,31500,專科
25978,26011,45000,高中
25981,26014,34000,大學
25985,26018,56000,大學
25986,26019,57500,大學
25988,26021,47000,高中
25991,26024,76923,不拘
25993,26026,53000,大學
25994,26027,75000,專科
25996,26029,36000,高中
25999,26032,61500,大學
26000,26033,31500,專科
26008,26041,45000,高中
26011,26044,34000,大學
26015,26048,56000,大學
26016,26049,57500,大學
26018,26051,47000,高中
26021,26054,76923,不拘
26023,26056,53000,大學
26024,26057,75000,專科
26026,26059,36000,高中
26029,26062,61500,大學
26030,26063,31500,專科
26038,26071,45000,高中
26041,26074,34000,大學
26045,26078,56000,大學
26046,26079,57500,大學
26048,26081,47000,高中
26051,26084,76923,不拘
26053,26086,53000,大學
26054,26087,75000,專科
26056,26089,36000,高中
26059,26092,61500,大學
26060,26093,31500,專科
26068,26101,45000,高中
26071,26104,34000,大學
26075,26108,56000,大學
26076,26109,57500,大學
26078,26111,47000,高中
26081,26114,76923,不拘
26083,26116,53000,大學
26084,26117,75000,專科
26086,26119,36000,高中
26089,26122,61500,大學
26090,26123,31500,專科
26098,26131,45000,高中
26101,26134,34000,大學
26105,26138,56000,大學
26106,26139,57500,大學
26108,26141,47000,高中
26111,26144,76923,不拘
26113,26146,53000,大學
26114,26147,75000,專科
26116,26149,36000,高中
26119,26152,61500,大學
26120,26153,31500,專科
26128,26161,45000,高中
26131,26164,34000,大學
26135,26168,56000,大學
26136,26169,57500,大學
26138,26171,47000,高中
26141,26174,76923,不拘
26143,26176,53000,大學
26144,26177,75000,專科
26146,26179,36000,高中
26149,26182,61500,大學
26150,26183,31500,專科
26158,26191,45000,高中
26161,26194,34000,大學
26165,26198,56000,大學
26166,26199,57500,大學
26168,26201,47000,高中
26171,26204,76923,不拘
26173,26206,53000,大學
26174,26207,75000,專科
26176,26209,36000,高中
26179,26212,61500,大學
26180,26213,31500,專科
26188,26221,45000,高中
26191,26224,34000,大學
26195,26228,56000,大學
26196,26229,57500,大學
26198,26231,47000,高中
26201,26234,76923,不拘
26203,26236,53000,大學
26204,26237,75000,專科
26206,26239,36000,高中
26209,26242,61500,大學
26210,26243,31500,專科
26218,26251,45000,高中
26221,26254,34000,大學
26225,26258,56000,大學
26226,26259,57500,大學
26228,26261,47000,高中
26231,26264,76923,不拘
26233,26266,53000,大學
26234,26267,75000,專科
26236,26269,36000,高中
26239,26272,61500,大學
26240,26273,31500,專科
26248,26281,45000,高中
26251,26284,34000,大學
26255,26288,56000,大學
26256,26289,57500,大學
26258,26291,47000,高中
26261,26294,76923,不拘
26263,26296,53000,大學
26264,26297,75000,專科
26266,26299,36000,高中
26269,26302,61500,大學
26270,26303,31500,專科
26278,26311,45000,高中
26281,26314,34000,大學
26285,26318,56000,大學
26286,26319,57500,大學
26288,26321,47000,高中
26291,26324,76923,不拘
26293,26326,53000,大學
26294,26327,75000,專科
26296,26329,36000,高中
26299,26332,61500,大學
26300,26333,31500,專科
26308,26341,45000,高中
26311,26344,34000,大學
26315,26348,56000,大學
26316,26349,57500,大學
26318,26351,47000,高中
26321,26354,76923,不拘
26323,26356,53000,大學
26324,26357,75000,專科
26326,26359,36000,高中
26329,26362,61500,大學
26330,26363,31500,專科
26338,26371,45000,高中
26341,26374,34000,大學
26345,26378,56000,大學
26346,26379,57500,大學
26348,26381,47000,高中
26351,26384,76923,不拘
26353,26386,53000,大學
26354,26387,75000,專科
26356,26389,36000,高中
26359,26392,61500,大學
26360,26393,31500,專科
26368,26401,45000,高中
26371,26404,34000,大學
26375,26408,56000,大學
26376,26409,57500,大學
26378,26411,47000,高中
26381,26414,76923,不拘
26383,26416,53000,大學
26384,26417,75000,專科
26386,26419,36000,高中
26389,26422,61500,大學
26390,26423,31500,專科
26398,26431,45000,高中
26401,26434,34000,大學
26405,26438,56000,大學
26406,26439,57500,大學
26408,26441,47000,高中
26411,26444,76923,不拘
26413,26446,53000,大學
26414,26447,75000,專科
26416,26449,36000,高中
26419,26452,61500,大學
26421,26454,60000,專科
26422,26455,68076,專科
26423,26456,60000,專科
26424,26457,40000,大學
26425,26458,50000,大學
26426,26459,56000,大學
26428,26461,77500,專科
26429,26462,60000,專科
26430,26463,40000,大學
26431,26464,78846,專科
26432,26465,50000,大學
26433,26466,76923,高中
26434,26467,34800,大學
26436,26469,62500,專科
26438,26471,70000,大學
26440,26473,57000,專科
26441,26474,33440,大學
26443,26476,60000,大學
26446,26480,50000,大學
26447,26481,50000,大學
26450,26484,60000,專科
26451,26485,68076,專科
26452,26486,60000,專科
26453,26487,40000,大學
26454,26488,50000,大學
26455,26489,56000,大學
26457,26491,77500,專科
26458,26492,60000,專科
26459,26493,40000,大學
26460,26494,78846,專科
26461,26495,50000,大學
26462,26496,76923,高中
26463,26497,34800,大學
26465,26499,62500,專科
26467,26501,70000,大學
26469,26503,57000,專科
26470,26504,33440,大學
26472,26506,60000,大學
26475,26510,50000,大學
26476,26511,50000,大學
26479,26514,60000,專科
26480,26515,68076,專科
26481,26516,60000,專科
26482,26517,40000,大學
26483,26518,50000,大學
26484,26519,56000,大學
26486,26521,77500,專科
