,工作經歷,薪水
4030,0-1年,55000
4031,0-1年,50000
4034,1-3年,84615
4036,1-3年,95000
4037,1-3年,54000
4042,1-3年,51500
4043,0-1年,130000
4044,0-1年,40000
4045,1-3年,55769
4048,0-1年,45000
4050,5-10年,155000
4052,0-1年,37500
4055,1-3年,61538
4061,0-1年,59500
4062,0-1年,55000
4063,0-1年,50000
4066,1-3年,84615
4068,1-3年,95000
4069,1-3年,54000
4074,1-3年,51500
4075,0-1年,130000
4076,0-1年,40000
4077,1-3年,55769
4080,0-1年,45000
4082,5-10年,155000
4084,0-1年,37500
4087,1-3年,61538
4093,0-1年,59500
4094,0-1年,55000
4095,0-1年,50000
4098,1-3年,84615
4100,1-3年,95000
4101,1-3年,54000
4106,1-3年,51500
4107,0-1年,130000
4108,0-1年,40000
4109,1-3年,55769
4112,0-1年,45000
4114,5-10年,155000
4116,0-1年,37500
4119,1-3年,61538
4125,0-1年,59500
4126,0-1年,55000
4127,0-1年,50000
4130,1-3年,84615
4132,1-3年,95000
4133,1-3年,54000
4138,1-3年,51500
4139,0-1年,130000
4140,0-1年,40000
4141,1-3年,55769
4144,0-1年,45000
4146,5-10年,155000
4148,0-1年,37500
4151,1-3年,61538
4157,0-1年,59500
4158,0-1年,55000
4159,0-1年,50000
4162,1-3年,84615
4164,1-3年,95000
4165,1-3年,54000
4170,1-3年,51500
4171,0-1年,130000
4172,0-1年,40000
4173,1-3年,55769
4176,0-1年,45000
4178,5-10年,155000
4180,0-1年,37500
4183,1-3年,61538
4189,0-1年,59500
4190,0-1年,55000
4191,0-1年,50000
4194,1-3年,84615
4196,1-3年,95000
4197,1-3年,54000
4202,1-3年,51500
4203,0-1年,130000
4204,0-1年,40000
4205,1-3年,55769
4208,0-1年,45000
4210,5-10年,155000
4212,0-1年,37500
4215,1-3年,61538
4221,0-1年,59500
4222,0-1年,55000
4223,0-1年,50000
4226,1-3年,84615
4228,1-3年,95000
4229,1-3年,54000
4234,1-3年,51500
4235,0-1年,130000
4236,0-1年,40000
4237,1-3年,55769
4240,0-1年,45000
4242,5-10年,155000
4244,0-1年,37500
4247,1-3年,61538
4253,0-1年,59500
4254,0-1年,55000
4255,0-1年,50000
4258,1-3年,84615
4260,1-3年,95000
4261,1-3年,54000
4266,1-3年,51500
4267,0-1年,130000
4268,0-1年,40000
4269,1-3年,55769
4272,0-1年,45000
4274,5-10年,155000
4276,0-1年,37500
4279,1-3年,61538
4285,0-1年,59500
4286,0-1年,55000
4287,0-1年,50000
4290,1-3年,84615
4292,1-3年,95000
4293,1-3年,54000
4298,1-3年,51500
4299,0-1年,130000
4300,0-1年,40000
4301,1-3年,55769
4304,0-1年,45000
4306,5-10年,155000
4308,0-1年,37500
4311,1-3年,61538
4317,0-1年,59500
4318,0-1年,55000
4319,0-1年,50000
4322,1-3年,84615
4324,1-3年,95000
4325,1-3年,54000
4330,1-3年,51500
4331,0-1年,130000
4332,0-1年,40000
4333,1-3年,55769
4336,0-1年,45000
4338,5-10年,155000
4340,0-1年,37500
4343,1-3年,61538
4349,0-1年,59500
4350,0-1年,55000
4351,0-1年,50000
4354,1-3年,84615
4356,1-3年,95000
4357,1-3年,54000
4362,1-3年,51500
4363,0-1年,130000
4364,0-1年,40000
4365,1-3年,55769
4368,0-1年,45000
4370,5-10年,155000
4372,0-1年,37500
4375,1-3年,61538
4381,0-1年,59500
4382,0-1年,55000
4383,0-1年,50000
4386,1-3年,84615
4388,1-3年,95000
4389,1-3年,54000
4394,1-3年,51500
4395,0-1年,130000
4396,0-1年,40000
4397,1-3年,55769
4398,3-5年,92307
4401,1-3年,69230
4403,0-1年,48500
4405,3-5年,92307
4406,0-1年,42500
4407,3-5年,92307
4410,1-3年,58000
4412,0-1年,40000
4413,0-1年,70000
4416,1-3年,39500
4418,1-3年,57500
4420,1-3年,47500
4422,1-3年,59500
4423,0-1年,57692
4424,1-3年,45000
4425,1-3年,60000
4426,1-3年,68000
4427,1-3年,55000
4428,3-5年,92307
4431,1-3年,69230
4433,0-1年,48500
4435,3-5年,92307
4436,0-1年,42500
4437,3-5年,92307
4440,1-3年,58000
4442,0-1年,40000
4443,0-1年,70000
4446,1-3年,39500
4448,1-3年,57500
4450,1-3年,47500
4452,1-3年,59500
4453,0-1年,57692
4454,1-3年,45000
4455,1-3年,60000
4456,1-3年,68000
4457,1-3年,55000
4458,3-5年,92307
4461,1-3年,69230
4463,0-1年,48500
4465,3-5年,92307
4466,0-1年,42500
4467,3-5年,92307
4470,1-3年,58000
4472,0-1年,40000
4473,0-1年,70000
4476,1-3年,39500
4478,1-3年,57500
4480,1-3年,47500
4482,1-3年,59500
4483,0-1年,57692
4484,1-3年,45000
4485,1-3年,60000
4486,1-3年,68000
4487,1-3年,55000
4488,3-5年,92307
4491,1-3年,69230
4493,0-1年,48500
4495,3-5年,92307
4496,0-1年,42500
4497,3-5年,92307
4500,1-3年,58000
4502,0-1年,40000
4503,0-1年,70000
4506,1-3年,39500
4508,1-3年,57500
4510,1-3年,47500
4512,1-3年,59500
4513,0-1年,57692
4514,1-3年,45000
4515,1-3年,60000
4516,1-3年,68000
4517,1-3年,55000
4518,3-5年,92307
4521,1-3年,69230
4523,0-1年,48500
4525,3-5年,92307
4526,0-1年,42500
4527,3-5年,92307
4530,1-3年,58000
4532,0-1年,40000
4533,0-1年,70000
4536,1-3年,39500
4538,1-3年,57500
4540,1-3年,47500
4542,1-3年,59500
4543,0-1年,57692
4544,1-3年,45000
4545,1-3年,60000
4546,1-3年,68000
4547,1-3年,55000
4548,3-5年,92307
4551,1-3年,69230
4553,0-1年,48500
4555,3-5年,92307
4556,0-1年,42500
4557,3-5年,92307
4560,1-3年,58000
4562,0-1年,40000
4563,0-1年,70000
4566,1-3年,39500
4568,1-3年,57500
4570,1-3年,47500
4572,1-3年,59500
4573,0-1年,57692
4574,1-3年,45000
4575,1-3年,60000
4576,1-3年,68000
4577,1-3年,55000
4578,3-5年,92307
4581,1-3年,69230
4583,0-1年,48500
4585,3-5年,92307
4586,0-1年,42500
4587,3-5年,92307
4590,1-3年,58000
4592,0-1年,40000
4593,0-1年,70000
4596,1-3年,39500
4598,1-3年,57500
4600,1-3年,47500
4602,1-3年,59500
4603,0-1年,57692
4604,1-3年,45000
4605,1-3年,60000
4606,1-3年,68000
4607,1-3年,55000
4608,3-5年,92307
4611,1-3年,69230
4613,0-1年,48500
4615,3-5年,92307
4616,0-1年,42500
4617,3-5年,92307
4620,1-3年,58000
4622,0-1年,40000
4623,0-1年,70000
4626,1-3年,39500
4628,1-3年,57500
4630,1-3年,47500
4632,1-3年,59500
4633,0-1年,57692
4634,1-3年,45000
4637,0-1年,45000
4639,1-3年,60000
4644,0-1年,30797
4649,0-1年,42500
4650,0-1年,34000
4656,0-1年,56000
4659,1-3年,57500
4664,5-10年,76923
4668,0-1年,45000
4670,1-3年,60000
4675,0-1年,30797
4680,0-1年,42500
4681,0-1年,34000
4687,0-1年,56000
4690,1-3年,57500
4695,5-10年,76923
4699,0-1年,45000
4701,1-3年,60000
4706,0-1年,30797
4711,0-1年,42500
4712,0-1年,34000
4718,0-1年,56000
4721,1-3年,57500
4726,5-10年,76923
4730,0-1年,45000
4732,1-3年,60000
4737,0-1年,30797
4742,0-1年,42500
4743,0-1年,34000
4749,0-1年,56000
4752,1-3年,57500
4757,5-10年,76923
4761,0-1年,45000
4763,1-3年,60000
4768,0-1年,30797
4773,0-1年,42500
4774,0-1年,34000
4780,0-1年,56000
4783,1-3年,57500
4788,5-10年,76923
4792,0-1年,45000
4794,1-3年,60000
4799,0-1年,30797
4804,0-1年,42500
4805,0-1年,34000
4811,0-1年,56000
4814,1-3年,57500
4819,5-10年,76923
4823,0-1年,45000
4825,1-3年,60000
4830,0-1年,30797
4835,0-1年,42500
4836,0-1年,34000
4842,0-1年,56000
4845,1-3年,57500
4850,5-10年,76923
4854,0-1年,45000
4856,1-3年,60000
4861,0-1年,30797
4866,0-1年,42500
4867,0-1年,34000
4873,0-1年,56000
4876,1-3年,57500
4881,5-10年,76923
4885,0-1年,45000
4887,1-3年,60000
4892,0-1年,30797
4897,0-1年,42500
4898,0-1年,34000
4904,0-1年,56000
4907,1-3年,57500
4912,5-10年,76923
4916,0-1年,45000
4918,1-3年,60000
4923,0-1年,30797
4928,0-1年,42500
4929,0-1年,34000
4935,0-1年,56000
4938,1-3年,57500
4943,5-10年,76923
4947,0-1年,45000
4949,1-3年,60000
4954,0-1年,30797
4959,0-1年,42500
4960,0-1年,34000
4966,0-1年,56000
4969,1-3年,57500
4974,5-10年,76923
4978,0-1年,45000
4980,1-3年,60000
4985,0-1年,30797
4990,0-1年,42500
4991,0-1年,34000
4997,0-1年,56000
5000,1-3年,57500
5005,5-10年,76923
5009,0-1年,45000
5011,1-3年,60000
5016,0-1年,30797
5021,0-1年,42500
5022,0-1年,34000
5028,0-1年,56000
5031,1-3年,57500
5036,5-10年,76923
5040,0-1年,45000
5042,1-3年,60000
5047,0-1年,30797
5052,0-1年,42500
5053,0-1年,34000
5059,0-1年,56000
5062,1-3年,57500
5067,5-10年,76923
5071,0-1年,45000
5073,1-3年,60000
5078,0-1年,30797
5083,0-1年,42500
5084,0-1年,34000
5090,0-1年,56000
5093,1-3年,57500
5098,5-10年,76923
5102,0-1年,45000
5104,1-3年,60000
5109,0-1年,30797
5114,0-1年,42500
5115,0-1年,34000
5121,0-1年,56000
5124,1-3年,57500
5129,5-10年,76923
5133,0-1年,45000
5135,1-3年,60000
5140,0-1年,30797
5145,0-1年,42500
5146,0-1年,34000
5152,0-1年,56000
5155,1-3年,57500
5160,5-10年,76923
5164,0-1年,45000
5166,1-3年,60000
5171,0-1年,30797
5176,0-1年,42500
5177,0-1年,34000
5183,0-1年,56000
5186,1-3年,57500
5191,5-10年,76923
5195,0-1年,45000
5197,1-3年,60000
5202,0-1年,30797
5207,0-1年,42500
5208,0-1年,34000
5214,0-1年,56000
5217,1-3年,57500
5222,5-10年,76923
5226,0-1年,45000
5228,1-3年,60000
5233,0-1年,30797
5238,0-1年,42500
5239,0-1年,34000
5245,0-1年,56000
5248,1-3年,57500
5253,5-10年,76923
5257,0-1年,45000
5259,1-3年,60000
5264,0-1年,30797
5269,0-1年,42500
5270,0-1年,34000
5276,0-1年,56000
5279,1-3年,57500
5284,5-10年,76923
5288,0-1年,45000
5290,1-3年,60000
5295,0-1年,30797
5300,0-1年,42500
5301,0-1年,34000
5307,0-1年,56000
5310,1-3年,57500
5315,5-10年,76923
5319,0-1年,45000
5321,1-3年,60000
5326,0-1年,30797
5331,0-1年,42500
5332,0-1年,34000
5338,0-1年,56000
5341,1-3年,57500
5346,5-10年,76923
5350,0-1年,45000
5352,1-3年,60000
5357,0-1年,30797
5362,0-1年,42500
5363,0-1年,34000
5369,0-1年,56000
5372,1-3年,57500
5377,5-10年,76923
5381,0-1年,45000
5383,1-3年,60000
5388,0-1年,30797
5393,0-1年,42500
5394,0-1年,34000
5400,0-1年,56000
5403,1-3年,57500
5408,5-10年,76923
5412,0-1年,45000
5414,1-3年,60000
5419,0-1年,30797
5424,0-1年,42500
5425,0-1年,34000
5431,0-1年,56000
5434,1-3年,57500
5439,5-10年,76923
5443,0-1年,45000
5445,1-3年,60000
5450,0-1年,30797
5455,0-1年,42500
5456,0-1年,34000
5462,0-1年,56000
5465,1-3年,57500
5470,5-10年,76923
5474,0-1年,45000
5476,1-3年,60000
5481,0-1年,30797
5486,0-1年,42500
5487,0-1年,34000
5493,0-1年,56000
5496,1-3年,57500
5501,5-10年,76923
5505,0-1年,45000
5507,1-3年,60000
5512,0-1年,30797
5517,0-1年,42500
5518,0-1年,34000
5524,0-1年,56000
5527,1-3年,57500
5532,5-10年,76923
5536,0-1年,45000
5538,1-3年,60000
5543,0-1年,30797
5548,0-1年,42500
5549,0-1年,34000
5555,0-1年,56000
5558,1-3年,57500
5563,5-10年,76923
5567,0-1年,45000
5569,1-3年,60000
5574,0-1年,30797
5579,0-1年,42500
5580,0-1年,34000
5586,0-1年,56000
5589,1-3年,57500
5594,5-10年,76923
5598,0-1年,45000
5600,1-3年,60000
5605,0-1年,30797
5610,0-1年,42500
5611,0-1年,34000
5617,0-1年,56000
5620,1-3年,57500
5625,5-10年,76923
5629,0-1年,45000
5631,1-3年,60000
5636,0-1年,30797
5641,0-1年,42500
5642,0-1年,34000
5648,0-1年,56000
5651,1-3年,57500
5656,5-10年,76923
5660,0-1年,45000
5662,1-3年,60000
5667,0-1年,30797
5672,0-1年,42500
5673,0-1年,34000
5679,0-1年,56000
5682,1-3年,57500
5687,5-10年,76923
5691,0-1年,45000
5693,1-3年,60000
5698,0-1年,30797
5703,0-1年,42500
5704,0-1年,34000
5710,0-1年,56000
5713,1-3年,57500
5718,5-10年,76923
5722,0-1年,45000
5724,1-3年,60000
5729,0-1年,30797
5734,0-1年,42500
5735,0-1年,34000
5741,0-1年,56000
5744,1-3年,57500
5749,5-10年,76923
5753,0-1年,45000
5755,1-3年,60000
5760,0-1年,30797
5765,0-1年,42500
5766,0-1年,34000
5772,0-1年,56000
5775,1-3年,57500
5780,5-10年,76923
5784,0-1年,45000
5786,1-3年,60000
5791,0-1年,30797
5796,0-1年,42500
5797,0-1年,34000
5803,0-1年,56000
5809,5-10年,119230
5810,1-3年,60000
5811,0-1年,68076
5812,1-3年,60000
5814,0-1年,64000
5817,0-1年,40000
5818,1-3年,50000
5820,1-3年,56000
5824,0-1年,70000
5826,0-1年,70000
5827,5-10年,103846
5828,0-1年,60000
5829,0-1年,60000
5830,0-1年,40000
5831,1-3年,55000
5832,0-1年,50000
5834,0-1年,78846
5835,1-3年,50000
5839,5-10年,119230
5840,1-3年,60000
5841,0-1年,68076
5842,1-3年,60000
5844,0-1年,64000
5847,0-1年,40000
5848,1-3年,50000
5850,1-3年,56000
5854,0-1年,70000
5856,0-1年,70000
5857,5-10年,103846
5858,0-1年,60000
5859,0-1年,60000
5860,0-1年,40000
5861,1-3年,55000
5862,0-1年,50000
5864,0-1年,78846
5865,1-3年,50000
5869,5-10年,119230
5870,1-3年,60000
5871,0-1年,68076
5872,1-3年,60000
5874,0-1年,64000
5877,0-1年,40000
5878,1-3年,50000
5880,1-3年,56000
5884,0-1年,70000
5886,0-1年,70000
5887,5-10年,103846
5888,0-1年,60000
5889,0-1年,60000
5890,0-1年,40000
5891,1-3年,55000
5892,0-1年,50000
5894,0-1年,78846
5895,1-3年,50000
5899,5-10年,119230
5900,1-3年,60000
5901,0-1年,68076
5902,1-3年,60000
5904,0-1年,64000
5907,0-1年,40000
5908,1-3年,50000
5910,1-3年,56000
5914,0-1年,70000
5916,0-1年,70000
5917,5-10年,103846
5918,0-1年,60000
5919,0-1年,60000
5920,0-1年,40000
5921,1-3年,55000
5922,0-1年,50000
5924,0-1年,78846
5925,1-3年,50000
5929,5-10年,119230
5930,1-3年,60000
5931,0-1年,68076
5932,1-3年,60000
5934,0-1年,64000
5937,0-1年,40000
5938,1-3年,50000
5940,1-3年,56000
5944,0-1年,70000
5946,0-1年,70000
5947,5-10年,103846
5948,0-1年,60000
5949,0-1年,60000
5950,0-1年,40000
5951,1-3年,55000
5952,0-1年,50000
5954,0-1年,78846
5955,1-3年,50000
5959,5-10年,119230
5960,1-3年,60000
5961,0-1年,68076
5962,1-3年,60000
5964,0-1年,64000
5967,0-1年,40000
5968,1-3年,50000
5970,1-3年,56000
5974,0-1年,70000
5976,0-1年,70000
5977,5-10年,103846
5978,0-1年,60000
5979,0-1年,60000
5980,0-1年,40000
5981,1-3年,55000
5982,0-1年,50000
5984,0-1年,78846
5985,1-3年,50000
5989,5-10年,119230
5990,1-3年,60000
5991,0-1年,68076
5992,1-3年,60000
5994,0-1年,64000
5997,0-1年,40000
5998,1-3年,50000
6000,1-3年,56000
6004,0-1年,70000
6006,0-1年,70000
6007,5-10年,103846
6008,0-1年,60000
6009,0-1年,60000
6010,0-1年,40000
6011,1-3年,55000
6012,0-1年,50000
6014,0-1年,78846
6015,1-3年,50000
6019,5-10年,119230
6020,1-3年,60000
6021,0-1年,68076
6022,1-3年,60000
6024,0-1年,64000
6027,0-1年,40000
6028,1-3年,50000
6030,1-3年,56000
6034,0-1年,70000
6036,0-1年,70000
6037,5-10年,103846
6038,0-1年,60000
6039,0-1年,60000
6040,0-1年,40000
6041,1-3年,55000
6042,0-1年,50000
6044,0-1年,78846
6045,1-3年,50000
6049,5-10年,119230
6050,1-3年,60000
6051,0-1年,68076
6052,1-3年,60000
6054,0-1年,64000
6057,0-1年,40000
6058,1-3年,50000
6060,1-3年,56000
6064,0-1年,70000
6066,0-1年,70000
6067,5-10年,103846
6068,0-1年,60000
6069,0-1年,60000
6070,0-1年,40000
6071,1-3年,55000
6072,0-1年,50000
6074,0-1年,78846
6075,1-3年,50000
6079,5-10年,119230
6080,1-3年,60000
6081,0-1年,68076
6082,1-3年,60000
6084,0-1年,64000
6087,0-1年,40000
6088,1-3年,50000
6090,1-3年,56000
6094,0-1年,70000
6096,0-1年,70000
6097,5-10年,103846
6098,0-1年,60000
6099,0-1年,60000
6100,0-1年,40000
6101,1-3年,55000
6102,0-1年,50000
6104,0-1年,78846
6105,1-3年,50000
6109,5-10年,119230
6110,1-3年,60000
6111,0-1年,68076
6112,1-3年,60000
6114,0-1年,64000
6117,0-1年,40000
6118,1-3年,50000
6120,1-3年,56000
6124,0-1年,70000
6126,0-1年,70000
6127,5-10年,103846
6128,0-1年,60000
6129,0-1年,60000
6130,0-1年,40000
6131,1-3年,55000
6132,0-1年,50000
6134,0-1年,78846
6135,1-3年,50000
6139,5-10年,119230
6140,1-3年,60000
6141,0-1年,68076
6142,1-3年,60000
6144,0-1年,64000
6147,0-1年,40000
6148,1-3年,50000
6150,1-3年,56000
6154,0-1年,70000
6156,0-1年,70000
6157,5-10年,103846
6158,0-1年,60000
6159,0-1年,60000
6160,0-1年,40000
6161,1-3年,55000
6162,0-1年,50000
6164,0-1年,78846
6165,1-3年,50000
6169,5-10年,119230
6170,1-3年,60000
6171,0-1年,68076
6172,1-3年,60000
6174,0-1年,64000
6177,0-1年,40000
6178,1-3年,50000
6180,1-3年,56000
6184,0-1年,70000
6186,0-1年,70000
6187,5-10年,103846
6188,0-1年,60000
6189,0-1年,60000
6190,0-1年,40000
6191,1-3年,55000
6192,0-1年,50000
6194,0-1年,78846
6195,1-3年,50000
6199,5-10年,119230
6200,1-3年,60000
6201,0-1年,68076
6202,1-3年,60000
6204,0-1年,64000
6207,0-1年,40000
6208,1-3年,50000
6210,1-3年,56000
6214,0-1年,70000
6216,0-1年,70000
6217,5-10年,103846
6218,0-1年,60000
6219,0-1年,60000
6220,0-1年,40000
6221,1-3年,55000
6222,0-1年,50000
6224,0-1年,78846
6225,1-3年,50000
6229,5-10年,119230
6230,1-3年,60000
6231,0-1年,68076
6232,1-3年,60000
6234,0-1年,64000
6237,0-1年,40000
6238,1-3年,50000
6240,1-3年,56000
6244,0-1年,70000
6246,0-1年,70000
6247,5-10年,103846
6248,0-1年,60000
6249,0-1年,60000
6250,0-1年,40000
6251,1-3年,55000
6252,0-1年,50000
6254,0-1年,78846
6255,1-3年,50000
6259,5-10年,119230
6260,1-3年,60000
6261,0-1年,68076
6262,1-3年,60000
6264,0-1年,64000
6267,0-1年,40000
6268,1-3年,50000
6270,1-3年,56000
6274,0-1年,70000
6276,0-1年,70000
6277,5-10年,103846
6278,0-1年,60000
6279,0-1年,60000
6280,0-1年,40000
6281,1-3年,55000
6282,0-1年,50000
6284,0-1年,78846
6285,1-3年,50000
6289,5-10年,119230
6290,1-3年,60000
6291,0-1年,68076
6292,1-3年,60000
6294,0-1年,64000
6297,0-1年,40000
6298,1-3年,50000
6300,1-3年,56000
6304,0-1年,70000
6306,0-1年,70000
6307,5-10年,103846
6308,0-1年,60000
6309,0-1年,60000
6310,0-1年,40000
6311,1-3年,55000
6312,0-1年,50000
6314,0-1年,78846
6315,1-3年,50000
6319,5-10年,119230
6320,1-3年,60000
6321,0-1年,68076
6322,1-3年,60000
6324,0-1年,64000
6327,0-1年,40000
6328,1-3年,50000
6330,1-3年,56000
6334,0-1年,70000
6336,0-1年,70000
6337,5-10年,103846
6338,0-1年,60000
6339,0-1年,60000
6340,0-1年,40000
6341,1-3年,55000
6342,0-1年,50000
6344,0-1年,78846
6345,1-3年,50000
6349,5-10年,119230
6350,1-3年,60000
6351,0-1年,68076
6352,1-3年,60000
6354,0-1年,64000
6357,0-1年,40000
6358,1-3年,50000
6360,1-3年,56000
6364,0-1年,70000
6366,0-1年,70000
6367,5-10年,103846
6368,0-1年,60000
6369,0-1年,60000
6370,0-1年,40000
6371,1-3年,55000
6372,0-1年,50000
6374,0-1年,78846
6375,1-3年,50000
6379,5-10年,119230
6380,1-3年,60000
6381,0-1年,68076
6382,1-3年,60000
6384,0-1年,64000
6387,0-1年,40000
6388,1-3年,50000
6390,1-3年,56000
6394,0-1年,70000
6396,0-1年,70000
6397,5-10年,103846
6398,0-1年,60000
6399,0-1年,60000
6400,0-1年,40000
6401,1-3年,55000
6402,0-1年,50000
6404,0-1年,78846
6405,1-3年,50000
6409,5-10年,119230
6410,1-3年,60000
6411,0-1年,68076
6412,1-3年,60000
6414,0-1年,64000
6417,0-1年,40000
6418,1-3年,50000
6420,1-3年,56000
6424,0-1年,70000
6426,0-1年,70000
6427,5-10年,103846
6428,0-1年,60000
6429,0-1年,60000
6430,0-1年,40000
6431,1-3年,55000
6432,0-1年,50000
6434,0-1年,78846
6435,1-3年,50000
6439,5-10年,119230
6440,1-3年,60000
6441,0-1年,68076
6442,1-3年,60000
6444,0-1年,64000
6447,0-1年,40000
6448,1-3年,50000
6450,1-3年,56000
6454,0-1年,70000
6456,0-1年,70000
6457,5-10年,103846
6458,0-1年,60000
6459,0-1年,60000
6460,0-1年,40000
6461,1-3年,55000
6462,0-1年,50000
6464,0-1年,78846
6465,1-3年,50000
6469,5-10年,119230
6470,1-3年,60000
6471,0-1年,68076
6472,1-3年,60000
6474,0-1年,64000
6477,0-1年,40000
6478,1-3年,50000
6480,1-3年,56000
6484,0-1年,70000
6486,0-1年,70000
6487,5-10年,103846
6488,0-1年,60000
6489,0-1年,60000
6490,0-1年,40000
6491,1-3年,55000
6492,0-1年,50000
6494,0-1年,78846
6495,1-3年,50000
6499,5-10年,119230
6500,1-3年,60000
6501,0-1年,68076
6502,1-3年,60000
6504,0-1年,64000
6507,0-1年,40000
6508,1-3年,50000
6510,1-3年,56000
6514,0-1年,70000
6516,0-1年,70000
6517,5-10年,103846
6518,0-1年,60000
6519,0-1年,60000
6520,0-1年,40000
6521,1-3年,55000
6522,0-1年,50000
6524,0-1年,78846
6525,1-3年,50000
6529,5-10年,119230
6530,1-3年,60000
6531,0-1年,68076
6532,1-3年,60000
6534,0-1年,64000
6537,0-1年,40000
6538,1-3年,50000
6540,1-3年,56000
6544,0-1年,70000
6546,0-1年,70000
6547,5-10年,103846
6548,0-1年,60000
6549,0-1年,60000
6550,0-1年,40000
6551,1-3年,55000
6552,0-1年,50000
6554,0-1年,78846
6555,1-3年,50000
6559,5-10年,119230
6560,1-3年,60000
6561,0-1年,68076
6562,1-3年,60000
6564,0-1年,64000
6567,0-1年,40000
6568,1-3年,50000
6570,1-3年,56000
6574,0-1年,70000
6576,0-1年,70000
6577,5-10年,103846
